,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
621,37,0.14956855225311602,309,0.2062780269058296,10,4,0.14686468646864687,1,1105,4,0,88,2,2,0.17484662576687046,4,2,6694,24223,2,1,1,14,3,3,80,3,8,5,3,1,0,0,0
622,30,0.08000018359368788,1116,0.1383975026014568,2,3,0.13577586206896552,1,571,3,0,49,3,1,0.23938223937897848,4,0,2564,7181,0,1,0,14,3,3,80,0,12,2,2,11,7,6,7
623,46,0.14956855225311602,377,0.2062780269058296,9,3,0.22012573203437844,1,1457,1,1,52,3,3,0.17484662576687046,4,2,10096,15986,4,1,0,11,3,1,80,1,28,1,4,7,7,4,3
624,58,0.14956855225311602,601,0.1383975026014568,7,4,0.13577586206896552,1,1360,3,0,53,2,3,0.06896586105729074,1,1,10008,12023,7,1,1,14,3,4,80,0,31,0,2,10,9,5,9
625,29,0.14956855225311602,1210,0.2062780269058296,2,3,0.13577586206896552,1,366,1,1,78,2,2,0.17484662576687046,2,1,6644,3687,2,1,0,19,3,2,80,2,10,2,3,0,0,0,0
626,33,0.14956855225311602,867,0.1383975026014568,8,4,0.14686468646864687,1,1798,4,1,90,4,1,0.16095890410958943,1,1,3143,6076,6,1,0,19,3,2,80,1,14,1,3,10,8,7,6
627,36,0.14956855225311602,335,0.2062780269058296,17,2,0.22012573203437844,1,1908,3,1,33,2,2,0.17484662576687046,2,1,5507,16822,2,1,0,16,3,3,80,2,12,1,1,4,2,1,3
628,36,0.14956855225311602,329,0.2062780269058296,16,4,0.22012573203437844,1,1436,3,0,98,2,2,0.17484662576687046,1,1,5647,13494,4,1,0,13,3,1,80,2,11,3,2,3,2,0,2
629,22,0.14956855225311602,1256,0.1383975026014568,19,1,0.13577586206896552,1,217,3,1,80,3,1,0.16095890410958943,4,1,2323,11992,1,1,0,24,4,1,80,2,2,6,3,2,2,2,2
630,43,0.14956855225311602,1473,0.1383975026014568,8,4,0.13420118338933018,1,526,3,0,74,3,2,0.06870368828064846,3,2,4522,2227,4,1,1,14,3,4,80,0,8,3,3,5,2,0,2
631,32,0.2490974729235817,1316,0.1383975026014568,2,2,0.14686468646864687,1,1235,4,0,38,3,2,0.16095890410958943,3,0,4998,2338,4,1,1,14,3,4,80,0,10,2,3,8,7,0,7
632,38,0.14956855225311602,1035,0.2062780269058296,3,4,0.14686468646864687,1,1036,2,1,42,3,2,0.17484662576687046,4,0,6861,4981,8,1,1,12,3,3,80,0,19,1,3,1,0,0,0
633,36,0.2490974729235817,688,0.1383975026014568,4,2,0.14686468646864687,1,2025,4,0,97,3,2,0.06896586105729074,2,2,5131,9192,7,1,0,13,3,2,80,3,18,3,3,4,2,0,2
634,24,0.14956855225311602,693,0.2062780269058296,3,2,0.14686468646864687,1,720,1,0,65,3,2,0.17484662576687046,3,0,4577,24785,9,1,0,14,3,1,80,0,4,3,3,2,2,2,0
635,33,0.14956855225311602,461,0.1383975026014568,13,1,0.14686468646864687,1,995,2,0,53,3,1,0.16095890410958943,4,0,3452,17241,3,1,0,18,3,1,80,0,5,4,3,3,2,0,2
636,27,0.14956855225311602,155,0.1383975026014568,4,3,0.14686468646864687,1,2064,2,1,87,4,2,0.06896586105729074,2,1,6142,5174,1,1,1,20,4,2,80,1,6,0,3,6,2,0,3
637,26,0.14956855225311602,703,0.2062780269058296,28,2,0.22012573203437844,1,641,1,1,66,3,2,0.17484662576687046,2,1,6272,7428,1,1,0,20,4,4,80,2,6,5,4,5,3,1,4
638,30,0.14956855225311602,570,0.2062780269058296,5,3,0.22012573203437844,1,456,4,0,30,2,2,0.17484662576687046,3,2,6118,5431,1,1,0,13,3,3,80,3,10,2,3,10,9,1,2
639,34,0.14956855225311602,678,0.1383975026014568,19,3,0.14686468646864687,1,1701,2,0,35,2,1,0.16095890410958943,4,1,2929,20338,1,1,0,12,3,2,80,0,10,3,3,10,9,8,7
640,54,0.14956855225311602,584,0.1383975026014568,22,5,0.13577586206896552,1,1665,2,0,91,3,4,0.04905041685272943,3,1,17426,18685,3,1,0,25,4,3,80,1,36,6,3,10,8,4,7
641,27,0.14956855225311602,486,0.1383975026014568,8,3,0.13577586206896552,1,1647,2,0,86,4,1,0.16095890410958943,3,1,3517,22490,7,1,0,17,3,1,80,0,5,0,3,3,2,0,2
642,44,0.2490974729235817,920,0.1383975026014568,24,3,0.14686468646864687,1,392,4,1,43,3,1,0.23938223937897848,3,2,3161,19920,3,1,1,22,4,4,80,1,19,0,1,1,0,0,0
643,29,0.14956855225311602,352,0.19008460036286423,6,1,0.13577586206896552,1,1865,4,1,87,2,1,0.22804546072229726,2,1,2804,15434,1,1,0,11,3,4,80,0,1,3,3,1,0,0,0
644,32,0.14956855225311602,604,0.2062780269058296,8,3,0.13577586206896552,1,1304,3,1,56,4,2,0.17484662576687046,4,1,6209,11693,1,1,0,15,3,3,80,2,10,4,4,10,7,0,8
645,43,0.2490974729235817,775,0.2062780269058296,15,3,0.14686468646864687,1,754,4,1,47,2,2,0.17484662576687046,4,1,6804,23683,3,1,0,18,3,3,80,1,7,5,3,2,2,2,2
646,56,0.14956855225311602,206,0.19008460036286423,8,4,0.14686468646864687,1,1338,4,1,99,3,5,0.04905041685272943,2,0,19717,4022,6,1,0,14,3,1,80,0,36,4,3,7,3,7,7
647,27,0.14956855225311602,1302,0.1383975026014568,19,3,0.13420118338933018,1,1619,4,1,67,2,1,0.23938223937897848,1,2,4066,16290,1,1,0,11,3,1,80,2,7,3,3,7,7,0,7
648,45,0.14956855225311602,1015,0.1383975026014568,5,5,0.13577586206896552,1,1611,3,0,50,1,2,0.23938223937897848,1,0,5769,23447,1,1,1,14,3,1,80,0,10,3,3,10,7,1,4
649,24,0.08000018359368788,673,0.1383975026014568,11,2,0.13420118338933018,1,26,1,0,96,4,2,0.06896586105729074,3,2,4011,8232,0,1,0,18,3,4,80,1,5,5,2,4,2,1,3
650,52,0.08000018359368788,771,0.2062780269058296,2,4,0.14686468646864687,1,329,1,1,79,2,5,0.04905041685272943,3,0,19068,21030,1,1,1,18,3,4,80,0,33,2,4,33,7,15,12
651,53,0.14956855225311602,1223,0.1383975026014568,7,2,0.13577586206896552,1,1201,4,0,50,3,5,0.04905041685272943,3,2,18606,18640,3,1,0,18,3,2,80,1,26,6,3,7,7,4,7
652,46,0.14956855225311602,945,0.19008460036286423,5,2,0.13577586206896552,1,103,2,1,80,3,2,0.22804546072229726,2,2,5021,10425,8,1,1,22,4,4,80,1,16,2,3,4,2,0,2
653,29,0.2490974729235817,1413,0.2062780269058296,1,1,0.13577586206896552,1,312,2,0,42,3,3,0.17484662576687046,4,1,7918,6599,1,1,0,14,3,4,80,1,11,5,3,11,10,4,1
654,26,0.14956855225311602,572,0.2062780269058296,10,3,0.13577586206896552,1,1836,3,1,46,3,2,0.17484662576687046,4,0,4684,9125,1,1,0,13,3,1,80,0,5,4,3,5,3,1,2
655,39,0.14956855225311602,613,0.1383975026014568,6,1,0.13577586206896552,1,2062,4,1,42,2,3,0.06870368828064846,1,1,9991,21457,4,1,0,15,3,1,80,1,9,5,3,7,7,1,7
656,34,0.14956855225311602,182,0.1383975026014568,1,4,0.14686468646864687,1,797,2,0,72,4,1,0.16095890410958943,4,0,3280,13551,2,1,0,16,3,3,80,0,10,2,3,4,2,1,3
657,26,0.2490974729235817,921,0.1383975026014568,1,1,0.13577586206896552,1,1068,1,0,66,2,1,0.16095890410958943,3,2,2007,25265,1,1,0,13,3,3,80,2,5,5,3,5,3,1,3
658,51,0.2490974729235817,237,0.2062780269058296,9,3,0.14686468646864687,1,1282,4,1,83,3,5,0.04905041685272943,2,2,19847,19196,4,1,1,24,4,1,80,1,31,5,2,29,10,11,10
659,41,0.14956855225311602,1411,0.1383975026014568,19,2,0.14686468646864687,1,334,3,1,36,3,2,0.16095890410958943,1,2,3072,19877,2,1,0,16,3,1,80,2,17,2,2,1,0,0,0
660,36,0.14956855225311602,506,0.1383975026014568,3,3,0.24242313209808733,1,397,3,1,30,3,2,0.16095890410958943,2,0,4485,26285,4,1,0,12,3,4,80,0,10,2,3,8,0,7,7
661,29,0.14956855225311602,144,0.2062780269058296,10,1,0.22012573203437844,1,463,4,0,39,2,2,0.17484662576687046,2,2,8268,11866,1,1,1,14,3,1,80,2,7,2,3,7,7,1,7
662,57,0.14956855225311602,210,0.2062780269058296,29,3,0.22012573203437844,1,568,1,1,56,2,4,0.04905041685272943,4,2,14118,22102,3,1,0,12,3,3,80,1,32,3,2,1,0,0,0
663,25,0.14956855225311602,883,0.2062780269058296,26,1,0.13577586206896552,1,781,3,0,32,3,2,0.17484662576687046,4,0,6180,22807,1,1,0,23,4,2,80,0,6,5,2,6,5,1,4
664,55,0.14956855225311602,1229,0.1383975026014568,4,4,0.14686468646864687,1,1501,4,1,30,3,2,0.06870368828064846,3,1,4035,16143,0,1,1,16,3,2,80,0,4,2,3,3,2,1,2
665,38,0.14956855225311602,364,0.1383975026014568,3,5,0.24242313209808733,1,193,4,0,32,3,2,0.16095890410958943,3,0,4317,2302,3,1,1,20,4,2,80,0,19,2,3,3,2,2,2
666,51,0.2490974729235817,1456,0.1383975026014568,1,4,0.13577586206896552,1,145,1,0,30,2,3,0.06870368828064846,1,0,7484,25796,3,1,0,20,4,3,80,0,23,1,2,13,12,12,8
667,46,0.14956855225311602,566,0.1383975026014568,7,2,0.13577586206896552,1,1007,4,1,75,3,3,0.06896586105729074,3,2,10845,24208,6,1,0,13,3,2,80,1,13,3,3,8,7,0,7
668,30,0.14956855225311602,1329,0.2062780269058296,29,4,0.14686468646864687,1,1211,3,1,61,3,2,0.17484662576687046,1,2,4115,13192,8,1,0,19,3,3,80,3,8,3,3,4,3,0,3
669,29,0.14956855225311602,224,0.1383975026014568,1,4,0.24242313209808733,1,1522,1,1,100,2,1,0.16095890410958943,1,0,2362,7568,6,1,0,13,3,3,80,0,11,2,1,9,7,0,7
670,35,0.14956855225311602,185,0.1383975026014568,23,4,0.13577586206896552,1,1826,2,1,91,1,1,0.23938223937897848,3,1,2705,9696,0,1,0,16,3,2,80,1,6,2,4,5,4,0,3
671,31,0.14956855225311602,106,0.19008460036286423,2,3,0.22673012399864786,1,424,1,1,62,2,2,0.22804546072229726,1,1,6410,17822,3,1,0,12,3,4,80,0,9,1,3,2,2,1,0
672,46,0.14956855225311602,644,0.1383975026014568,1,4,0.13577586206896552,1,288,4,1,97,3,3,0.06870368828064846,1,2,9396,12368,7,1,0,16,3,3,80,1,17,3,3,4,2,0,3
673,31,0.08000018359368788,1188,0.2062780269058296,20,2,0.22012573203437844,1,947,4,0,45,3,2,0.17484662576687046,3,1,6932,24406,1,1,0,13,3,4,80,1,9,2,2,9,8,0,0
674,35,0.14956855225311602,1214,0.1383975026014568,1,3,0.13577586206896552,1,105,2,1,30,2,1,0.16095890410958943,3,0,2859,26278,1,1,0,18,3,1,80,0,6,3,3,6,4,0,4
675,40,0.2490974729235817,902,0.1383975026014568,26,2,0.13577586206896552,1,1180,3,0,92,2,2,0.16095890410958943,4,1,4422,21203,3,1,1,13,3,4,80,1,16,3,1,1,1,0,0
676,59,0.14956855225311602,1324,0.1383975026014568,3,3,0.13577586206896552,1,10,3,0,81,4,1,0.23938223937897848,1,1,2670,9964,4,1,1,20,4,1,80,3,12,3,2,1,0,0,0
677,59,0.14956855225311602,1435,0.2062780269058296,25,3,0.14686468646864687,1,81,1,0,99,3,3,0.17484662576687046,1,0,7637,2354,7,1,0,11,3,4,80,0,28,3,2,21,16,7,9
678,29,0.14956855225311602,906,0.1383975026014568,10,3,0.14686468646864687,1,994,4,0,92,2,1,0.16095890410958943,1,0,2404,11479,6,1,1,20,4,3,80,0,3,5,3,0,0,0,0
679,41,0.14956855225311602,263,0.1383975026014568,6,3,0.13577586206896552,1,957,4,1,59,3,1,0.23938223937897848,1,0,4721,3119,2,1,1,13,3,3,80,0,20,3,3,18,13,2,17
680,47,0.08000018359368788,543,0.2062780269058296,2,4,0.22012573203437844,1,1731,3,1,87,3,2,0.17484662576687046,2,1,4978,3536,7,1,0,11,3,4,80,1,4,3,1,1,0,0,0
681,36,0.14956855225311602,885,0.1383975026014568,16,4,0.14686468646864687,1,1042,3,0,43,4,1,0.23938223937897848,1,0,2743,8269,1,1,0,16,3,3,80,0,18,1,3,17,13,15,14
682,32,0.14956855225311602,371,0.2062780269058296,19,3,0.14686468646864687,1,1739,4,1,80,1,3,0.17484662576687046,3,1,9610,3840,3,1,0,13,3,3,80,1,10,2,1,4,3,0,2
683,33,0.2490974729235817,1296,0.1383975026014568,6,3,0.14686468646864687,1,692,3,1,30,3,2,0.06870368828064846,4,2,7725,5335,3,1,0,23,4,3,80,1,15,2,1,13,11,4,7
684,42,0.14956855225311602,916,0.1383975026014568,17,2,0.14686468646864687,1,347,4,0,82,4,2,0.16095890410958943,1,0,6545,23016,3,1,1,13,3,3,80,0,10,1,3,3,2,0,2
685,27,0.14956855225311602,1130,0.2062780269058296,8,4,0.22012573203437844,1,458,2,0,56,3,2,0.17484662576687046,2,1,6214,3415,1,1,0,18,3,1,80,1,8,3,3,8,7,0,7
686,24,0.14956855225311602,350,0.1383975026014568,21,2,0.24242313209808733,1,1551,3,1,57,2,1,0.23938223937897848,1,2,2296,10036,0,1,0,14,3,2,80,3,2,3,3,1,1,0,0
687,54,0.14956855225311602,376,0.1383975026014568,19,4,0.13577586206896552,1,799,4,0,95,3,2,0.06896586105729074,1,2,5485,22670,9,1,1,11,3,2,80,2,9,4,3,5,3,1,4
688,22,0.2490974729235817,1256,0.1383975026014568,3,4,0.14686468646864687,1,1203,3,1,48,2,1,0.16095890410958943,4,1,2853,4223,0,1,1,11,3,2,80,1,1,5,3,0,0,0,0
689,47,0.08000018359368788,1169,0.1383975026014568,14,4,0.24242313209808733,1,1934,3,1,64,3,2,0.16095890410958943,2,1,5467,2125,8,1,0,18,3,3,80,1,16,4,4,8,7,1,7
690,32,0.2490974729235817,1318,0.2062780269058296,10,4,0.22012573203437844,1,1853,4,1,79,3,2,0.17484662576687046,4,0,4648,26075,8,1,0,13,3,3,80,0,4,2,4,0,0,0,0
691,34,0.14956855225311602,401,0.1383975026014568,1,3,0.14686468646864687,1,1447,4,0,86,2,1,0.23938223937897848,2,1,3294,3708,5,1,0,17,3,1,80,1,7,2,2,5,4,0,2
692,53,0.14956855225311602,447,0.1383975026014568,2,3,0.13577586206896552,1,1472,4,1,39,4,4,0.02533683182797013,2,0,16598,19764,4,1,0,12,3,2,80,0,35,2,2,9,8,8,8
693,36,0.08000018359368788,1351,0.1383975026014568,9,4,0.14686468646864687,1,1949,1,1,66,4,1,0.23938223937897848,2,1,2810,9238,1,1,0,22,4,2,80,0,5,3,3,5,4,0,2
694,47,0.14956855225311602,1176,0.19008460036286423,26,4,0.14686468646864687,1,1625,4,0,98,3,5,0.04905041685272943,3,1,19658,5220,3,1,0,11,3,3,80,1,27,2,3,5,2,1,0
695,31,0.2490974729235817,534,0.1383975026014568,20,3,0.14686468646864687,1,587,1,1,66,3,3,0.06870368828064846,3,1,9824,22908,3,1,0,12,3,1,80,0,12,2,3,1,0,0,0
696,30,0.2490974729235817,1012,0.1383975026014568,5,4,0.14686468646864687,1,861,2,1,75,2,1,0.16095890410958943,4,2,3761,2373,9,1,0,12,3,2,80,1,10,3,2,5,4,0,3
697,37,0.14956855225311602,558,0.2062780269058296,2,3,0.22012573203437844,1,656,4,1,75,3,2,0.17484662576687046,3,1,9602,3010,4,1,1,11,3,3,80,1,17,3,2,3,0,1,0
698,26,0.14956855225311602,950,0.2062780269058296,4,4,0.22012573203437844,1,401,4,1,48,2,2,0.17484662576687046,4,0,5828,8450,1,1,1,12,3,2,80,0,8,0,3,8,7,7,4
699,39,0.14956855225311602,835,0.1383975026014568,19,4,0.13420118338933018,1,1871,4,1,41,3,2,0.16095890410958943,4,2,3902,5141,8,1,0,14,3,2,80,3,7,2,3,2,2,2,2
700,31,0.14956855225311602,408,0.1383975026014568,9,4,0.14686468646864687,1,493,3,1,42,2,1,0.16095890410958943,2,0,2657,7551,0,1,1,16,3,4,80,0,3,5,3,2,2,2,2
701,28,0.14956855225311602,1172,0.2062780269058296,3,3,0.13577586206896552,1,1875,2,0,78,3,1,0.3971571172349599,2,1,2856,3692,1,1,0,19,3,4,80,1,1,3,3,1,0,0,0
702,35,0.14956855225311602,982,0.1383975026014568,1,4,0.13577586206896552,1,1172,4,1,58,2,1,0.23938223937897848,3,1,2258,16340,6,1,0,12,3,2,80,1,10,2,3,8,0,1,7
703,47,0.14956855225311602,359,0.1383975026014568,2,4,0.13577586206896552,1,1443,1,0,82,3,4,0.02533683182797013,3,1,17169,26703,3,1,0,19,3,2,80,2,26,2,4,20,17,5,6
704,35,0.08000018359368788,1180,0.1383975026014568,2,2,0.13577586206896552,1,1804,2,1,90,3,2,0.06896586105729074,4,2,5762,24442,2,1,0,14,3,3,80,1,15,6,3,7,7,1,7
705,46,0.08000018359368788,1144,0.1383975026014568,7,4,0.13577586206896552,1,487,3,0,30,3,2,0.06896586105729074,3,1,5258,16044,2,1,0,14,3,3,80,0,7,2,4,1,0,0,0
706,31,0.2490974729235817,667,0.2062780269058296,1,4,0.14686468646864687,1,1427,2,0,50,1,1,0.3971571172349599,3,0,1359,16154,1,1,0,12,3,2,80,0,1,3,3,1,0,0,0
707,29,0.14956855225311602,1396,0.2062780269058296,10,3,0.14686468646864687,1,749,3,1,99,3,1,0.3971571172349599,3,0,2642,2755,1,1,0,11,3,3,80,0,1,6,3,1,0,0,0
708,60,0.14956855225311602,370,0.1383975026014568,1,4,0.13577586206896552,1,1697,3,1,92,1,3,0.06870368828064846,4,2,10883,20467,3,1,0,20,4,3,80,1,19,2,4,1,0,0,0
709,34,0.2490974729235817,653,0.1383975026014568,10,4,0.24242313209808733,1,1597,4,1,92,2,2,0.06870368828064846,3,1,5063,15332,1,1,0,14,3,2,80,1,8,3,2,8,2,7,7
710,26,0.2490974729235817,1096,0.1383975026014568,6,3,0.13420118338933018,1,1918,3,1,61,4,1,0.23938223937897848,4,1,2544,7102,0,1,0,18,3,1,80,1,8,3,3,7,7,7,7
711,38,0.14956855225311602,130,0.2062780269058296,2,2,0.22012573203437844,1,1125,4,1,32,3,3,0.17484662576687046,2,0,7351,20619,7,1,0,16,3,3,80,0,10,2,3,1,0,0,0
712,47,0.14956855225311602,1482,0.1383975026014568,5,5,0.14686468646864687,1,447,4,1,42,3,5,0.02533683182797013,3,1,18300,16375,4,1,0,11,3,2,80,1,21,2,3,3,2,1,1
713,31,0.14956855225311602,542,0.2062780269058296,20,3,0.14686468646864687,1,175,2,0,71,1,2,0.17484662576687046,3,1,4559,24788,3,1,1,11,3,3,80,1,4,2,3,2,2,2,2
714,28,0.14956855225311602,1300,0.1383975026014568,17,2,0.13577586206896552,1,536,3,1,79,3,2,0.23938223937897848,1,2,4558,13535,1,1,0,12,3,4,80,1,10,2,3,10,0,1,8
715,39,0.08000018359368788,1251,0.2062780269058296,21,4,0.14686468646864687,1,1929,1,0,32,1,2,0.17484662576687046,3,1,5736,3987,6,1,0,19,3,3,80,1,10,1,3,3,2,1,2
716,36,0.14956855225311602,1351,0.1383975026014568,26,4,0.14686468646864687,1,1682,1,1,80,3,2,0.06870368828064846,3,1,5347,7419,6,1,0,14,3,2,80,2,10,2,2,3,2,0,2
717,52,0.2490974729235817,322,0.1383975026014568,28,2,0.13577586206896552,1,1401,4,0,59,4,4,0.06896586105729074,3,1,13247,9731,2,1,1,11,3,2,80,1,24,3,2,5,3,0,2
718,55,0.14956855225311602,282,0.1383975026014568,2,2,0.13577586206896552,1,1336,4,0,58,1,5,0.04905041685272943,3,1,19187,6992,4,1,0,14,3,4,80,1,23,5,3,19,9,9,11
719,46,0.2490974729235817,1034,0.1383975026014568,18,1,0.13577586206896552,1,624,1,0,86,3,3,0.06870368828064846,3,1,10527,8984,5,1,0,11,3,4,80,0,28,3,2,2,2,1,2
720,30,0.14956855225311602,501,0.2062780269058296,27,5,0.22012573203437844,1,747,3,1,99,3,2,0.17484662576687046,4,2,5304,25275,7,1,0,23,4,4,80,1,10,2,2,8,7,7,7
721,54,0.14956855225311602,1082,0.2062780269058296,2,4,0.14686468646864687,1,1070,3,0,41,2,3,0.17484662576687046,3,1,10686,8392,6,1,0,11,3,2,80,1,13,4,3,9,4,7,0
722,51,0.14956855225311602,770,0.19008460036286423,5,3,0.14686468646864687,1,1352,3,1,84,3,4,0.04905041685272943,2,2,14026,17588,1,1,1,11,3,2,80,1,33,2,3,33,9,0,10
723,47,0.14956855225311602,465,0.1383975026014568,1,3,0.24242313209808733,1,1438,1,1,74,3,1,0.16095890410958943,4,1,3420,10205,7,1,0,12,3,3,80,1,17,2,2,6,5,1,2
724,51,0.14956855225311602,684,0.1383975026014568,6,3,0.14686468646864687,1,162,1,1,51,3,5,0.02533683182797013,3,0,19537,6462,7,1,0,13,3,3,80,0,23,5,3,20,18,15,15
725,27,0.2490974729235817,1410,0.2062780269058296,3,1,0.13577586206896552,1,714,4,0,71,4,2,0.17484662576687046,4,2,4647,16673,1,1,1,20,4,2,80,2,6,3,3,6,5,0,4
726,28,0.14956855225311602,1144,0.2062780269058296,10,1,0.13577586206896552,1,1056,4,1,74,3,1,0.3971571172349599,2,1,1052,23384,1,1,0,22,4,2,80,0,1,5,3,1,0,0,0
727,40,0.14956855225311602,299,0.2062780269058296,25,4,0.22012573203437844,1,1318,4,1,57,2,3,0.17484662576687046,2,0,9094,17235,2,1,1,12,3,3,80,0,9,2,3,5,4,1,0
728,33,0.14956855225311602,516,0.1383975026014568,8,5,0.14686468646864687,1,1515,4,1,69,3,2,0.06870368828064846,3,0,6388,22049,2,1,1,17,3,1,80,0,14,6,3,0,0,0,0
729,36,0.14956855225311602,557,0.2062780269058296,3,3,0.13577586206896552,1,2024,1,0,94,2,3,0.17484662576687046,4,1,7644,12695,0,1,0,19,3,3,80,2,10,2,3,9,7,3,4
730,58,0.08000018359368788,390,0.1383975026014568,1,4,0.14686468646864687,1,422,4,1,32,1,2,0.06870368828064846,3,2,5660,17056,2,1,1,13,3,4,80,1,12,2,3,5,3,1,2
731,43,0.14956855225311602,415,0.2062780269058296,25,3,0.13577586206896552,1,1076,3,1,79,2,3,0.17484662576687046,4,2,10798,5268,5,1,0,13,3,3,80,1,18,5,3,1,0,0,0
732,55,0.08000018359368788,444,0.1383975026014568,2,1,0.13577586206896552,1,1074,3,1,40,2,4,0.04905041685272943,1,0,16756,17323,7,1,0,15,3,2,80,0,31,3,4,9,7,6,2
733,27,0.14956855225311602,205,0.2062780269058296,10,3,0.22012573203437844,1,1403,4,0,98,2,2,0.17484662576687046,4,1,5769,7100,1,1,1,11,3,4,80,0,6,3,3,6,2,4,4
734,44,0.14956855225311602,1467,0.1383975026014568,20,3,0.14686468646864687,1,1475,4,1,49,3,1,0.16095890410958943,2,0,3420,21158,1,1,0,13,3,3,80,0,6,3,2,5,2,1,3
735,30,0.14956855225311602,740,0.2062780269058296,1,3,0.14686468646864687,1,1562,2,1,64,2,2,0.17484662576687046,1,1,9714,5323,1,1,0,11,3,4,80,1,10,4,3,10,8,6,7
736,18,0.08000018359368788,287,0.1383975026014568,5,2,0.14686468646864687,1,1012,2,1,73,3,1,0.16095890410958943,4,0,1051,13493,1,1,0,15,3,4,80,0,0,2,3,0,0,0,0
737,29,0.14956855225311602,1329,0.1383975026014568,7,3,0.14686468646864687,1,1260,3,1,82,3,2,0.06870368828064846,4,2,6623,4204,1,1,1,11,3,2,80,2,6,2,3,6,0,1,0
738,56,0.14956855225311602,441,0.1383975026014568,14,4,0.14686468646864687,1,161,2,0,72,3,1,0.16095890410958943,2,1,4963,4510,9,1,1,18,3,1,80,3,7,2,3,5,4,4,3
739,39,0.08000018359368788,792,0.1383975026014568,1,3,0.14686468646864687,1,1737,4,1,77,3,2,0.23938223937897848,4,1,6472,8989,1,1,1,15,3,4,80,1,9,2,3,9,8,5,8
740,35,0.14956855225311602,1315,0.1383975026014568,22,3,0.14686468646864687,1,381,2,0,71,4,3,0.04905041685272943,2,2,11996,19100,7,1,0,18,3,2,80,1,10,6,2,7,7,6,2
741,29,0.14956855225311602,1082,0.1383975026014568,9,4,0.13577586206896552,1,1709,4,0,43,3,1,0.23938223937897848,3,1,2974,25412,9,1,0,17,3,3,80,1,9,2,3,5,3,1,2
742,42,0.2490974729235817,570,0.1383975026014568,8,3,0.14686468646864687,1,809,2,1,66,3,5,0.04905041685272943,4,2,18430,16225,1,1,0,13,3,2,80,1,24,4,2,24,7,14,9
743,50,0.14956855225311602,1452,0.1383975026014568,11,3,0.14686468646864687,1,226,3,0,53,3,5,0.04905041685272943,2,0,19926,17053,3,1,0,15,3,2,80,0,21,5,3,5,4,4,4
744,45,0.14956855225311602,1038,0.1383975026014568,20,3,0.13577586206896552,1,1460,2,1,95,1,3,0.06870368828064846,1,2,10851,19863,2,1,1,18,3,2,80,1,24,2,3,7,7,0,7
745,37,0.08000018359368788,142,0.2062780269058296,9,4,0.13577586206896552,1,626,1,1,69,3,3,0.17484662576687046,2,2,8834,24666,1,1,0,13,3,4,80,1,9,6,3,9,5,7,7
746,29,0.2490974729235817,1404,0.2062780269058296,20,3,0.24242313209808733,1,974,3,0,84,3,1,0.3971571172349599,4,1,2157,18203,1,1,0,15,3,2,80,1,3,5,3,3,1,0,2
747,55,0.14956855225311602,1117,0.2062780269058296,18,5,0.14686468646864687,1,597,1,0,83,3,4,0.04905041685272943,2,0,16835,9873,3,1,0,23,4,4,80,0,37,2,3,10,9,7,7
748,37,0.14956855225311602,397,0.1383975026014568,7,4,0.13577586206896552,1,102,1,1,30,3,3,0.02533683182797013,3,0,13664,25258,4,1,0,13,3,1,80,0,16,3,4,5,2,0,2
749,47,0.14956855225311602,1001,0.1383975026014568,4,3,0.14686468646864687,1,1827,3,0,92,2,3,0.06896586105729074,2,2,10333,19271,8,1,1,12,3,3,80,1,28,4,3,22,11,14,10
750,31,0.08000018359368788,587,0.2062780269058296,2,4,0.14686468646864687,1,1324,4,0,57,3,3,0.17484662576687046,3,2,9852,8935,1,1,1,19,3,1,80,1,10,5,2,10,8,9,6
751,41,0.14956855225311602,582,0.1383975026014568,28,4,0.14686468646864687,1,2034,1,0,60,2,4,0.06896586105729074,2,1,13570,5640,0,1,0,23,4,3,80,1,21,3,3,20,7,0,10
752,19,0.14956855225311602,303,0.1383975026014568,2,3,0.14686468646864687,1,243,2,1,47,2,1,0.23938223937897848,4,0,1102,9241,1,1,0,22,4,3,80,0,1,3,2,1,0,1,0
753,37,0.2490974729235817,663,0.1383975026014568,11,3,0.13420118338933018,1,306,2,1,47,3,3,0.02533683182797013,4,2,12185,10056,1,1,1,14,3,3,80,3,10,1,3,10,8,0,7
754,29,0.14956855225311602,992,0.1383975026014568,1,3,0.24242313209808733,1,300,3,1,85,3,1,0.16095890410958943,3,0,2058,19757,0,1,0,14,3,4,80,0,7,1,2,6,2,1,5
755,41,0.14956855225311602,1360,0.1383975026014568,12,3,0.24242313209808733,1,58,2,0,49,3,5,0.02533683182797013,3,1,19545,16280,1,1,0,12,3,4,80,0,23,0,3,22,15,15,8
756,50,0.2490974729235817,1115,0.1383975026014568,1,3,0.14686468646864687,1,141,1,0,73,3,5,0.02533683182797013,2,1,18172,9755,3,1,1,19,3,1,80,0,28,1,2,8,3,0,7
